Name,Price,Size,Age,Floors,Bedroom,City,Location,HouseType,Pattern,Tags,Environment,Url
碧湖旁綠意明亮空間大套房,36000,20.43,1.8,2,1,台北市,台北市內湖區內湖路二段/醍湖,套房,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=063ca7280863850
{租}*永安區*臨20米路大面寬開心鳥語花香農場,50000,458.0,0.0,0,0,高雄市,高雄市永安區保興段,農地,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=037c16277833074
內科氣派商辦適攝影棚或可再規劃,224961,132.33,0.0,1,1,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ceea421100783e
內湖科學園區指標大樓C◎專約,96300,66.4,26.2,10,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e070d28079646d
市政府捷運站、永春、寵可談、可租補,28000,25.6,0.0,3,3,台北市,台北市信義區永吉路,公寓,3房2廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=080cdc28338797f
信義ｊｏｙｃｅ樹景,28000,14.69,0.0,7,0,台北市,台北市信義區市民大道六段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=033c38280056863
約克國際５樓廠辦,108030,98.21,0.0,5,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad0f2277517705
智慧大樓辦公室,134600,123.81,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08e99c265926409
首泰雲端景觀大樓,223800,133.25,0.0,7,1,台北市,台北市內湖區洲子街,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=010b29265817015
內科採光優近捷運辦公,203241,143.38,0.0,3,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=059b7d270556895
內科霸氣景觀樓,218000,157.51,25.5,12,6,台北市,台北市內湖區內湖路一段,電梯大廈,6房1廳,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03117126678481f
北屯民俗公園獨層2房住家傢俱家電齊全,18000,25.0,2.7,6,2,台中市,台中市北屯區崇德三路,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=04b60c190293726
西湖站1分鐘 一層一戶使用,479325,321.57,21.9,5,0,台北市,台北市內湖區內湖路一段,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bae48212162426
西湖站A級辦公5,174395,123.04,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02caa3256243032
內湖商、廠、瓣、餐廳分層出租,509592,290.8,0.0,1,0,台北市,台北市內湖區瑞光路,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0dc0b5259605236
基湖路、內湖路、內湖科學園區、近西湖站,450000,244.66,0.0,5,1,台北市,台北市內湖區基湖路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bec7210396219c
台南大學整新精美兩房,15000,11.88,0.0,3,2,台南市,台南市中西區健康路一段,電梯大廈,2房1廳1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0912bc267159786
內湖一層一戶辦公,126000,106.32,0.0,2,0,台北市,台北市內湖區舊宗路二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d890c271384535
金莊美辦公２,78263,62.61,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02e6f727465158b
碧湖旁綠意明亮空間大套房,36000,20.43,1.8,2,1,台北市,台北市內湖區內湖路二段/醍湖,套房,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=063ca7280863850
{租}*永安區*臨20米路大面寬開心鳥語花香農場,50000,458.0,0.0,0,0,高雄市,高雄市永安區保興段,農地,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=037c16277833074
內科氣派商辦適攝影棚或可再規劃,224961,132.33,0.0,1,1,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ceea421100783e
內湖科學園區指標大樓C◎專約,96300,66.4,26.2,10,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e070d28079646d
市政府捷運站、永春、寵可談、可租補,28000,25.6,0.0,3,3,台北市,台北市信義區永吉路,公寓,3房2廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=080cdc28338797f
信義ｊｏｙｃｅ樹景,28000,14.69,0.0,7,0,台北市,台北市信義區市民大道六段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=033c38280056863
約克國際５樓廠辦,108030,98.21,0.0,5,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad0f2277517705
智慧大樓辦公室,134600,123.81,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08e99c265926409
首泰雲端景觀大樓,223800,133.25,0.0,7,1,台北市,台北市內湖區洲子街,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=010b29265817015
內科採光優近捷運辦公,203241,143.38,0.0,3,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=059b7d270556895
內科霸氣景觀樓,218000,157.51,25.5,12,6,台北市,台北市內湖區內湖路一段,電梯大廈,6房1廳,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03117126678481f
北屯民俗公園獨層2房住家傢俱家電齊全,18000,25.0,2.7,6,2,台中市,台中市北屯區崇德三路,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=04b60c190293726
西湖站1分鐘 一層一戶使用,479325,321.57,21.9,5,0,台北市,台北市內湖區內湖路一段,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bae48212162426
西湖站A級辦公5,174395,123.04,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02caa3256243032
內湖商、廠、瓣、餐廳分層出租,509592,290.8,0.0,1,0,台北市,台北市內湖區瑞光路,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0dc0b5259605236
基湖路、內湖路、內湖科學園區、近西湖站,450000,244.66,0.0,5,1,台北市,台北市內湖區基湖路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bec7210396219c
台南大學整新精美兩房,15000,11.88,0.0,3,2,台南市,台南市中西區健康路一段,電梯大廈,2房1廳1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0912bc267159786
金莊美辦公２,78263,62.61,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02e6f727465158b
內湖一層一戶辦公,126000,106.32,0.0,2,0,台北市,台北市內湖區舊宗路二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d890c271384535
碧湖旁綠意明亮空間大套房,36000,20.43,1.8,2,1,台北市,台北市內湖區內湖路二段/醍湖,套房,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=063ca7280863850
{租}*永安區*臨20米路大面寬開心鳥語花香農場,50000,458.0,0.0,0,0,高雄市,高雄市永安區保興段,農地,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=037c16277833074
內科氣派商辦適攝影棚或可再規劃,224961,132.33,0.0,1,1,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ceea421100783e
內科整層高檔辦公,220000,121.31,14.6,7,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0c862c27566430d
內湖科學園區指標大樓C◎專約,96300,66.4,26.2,10,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e070d28079646d
市政府捷運站、永春、寵可談、可租補,28000,25.6,0.0,3,3,台北市,台北市信義區永吉路,公寓,3房2廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=080cdc28338797f
信義ｊｏｙｃｅ樹景,28000,14.69,0.0,7,0,台北市,台北市信義區市民大道六段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=033c38280056863
約克國際５樓廠辦,108030,98.21,0.0,5,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad0f2277517705
智慧大樓辦公室,134600,123.81,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08e99c265926409
首泰雲端景觀大樓,223800,133.25,0.0,7,1,台北市,台北市內湖區洲子街,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=010b29265817015
內科採光優近捷運辦公,203241,143.38,0.0,3,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=059b7d270556895
內科霸氣景觀樓,218000,157.51,25.5,12,6,台北市,台北市內湖區內湖路一段,電梯大廈,6房1廳,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03117126678481f
北屯民俗公園獨層2房住家傢俱家電齊全,18000,25.0,2.7,6,2,台中市,台中市北屯區崇德三路,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=04b60c190293726
西湖站1分鐘 一層一戶使用,479325,321.57,21.9,5,0,台北市,台北市內湖區內湖路一段,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bae48212162426
西湖站A級辦公5,174395,123.04,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02caa3256243032
內湖商、廠、瓣、餐廳分層出租,509592,290.8,0.0,1,0,台北市,台北市內湖區瑞光路,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0dc0b5259605236
基湖路、內湖路、內湖科學園區、近西湖站,450000,244.66,0.0,5,1,台北市,台北市內湖區基湖路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bec7210396219c
台南大學整新精美兩房,15000,11.88,0.0,3,2,台南市,台南市中西區健康路一段,電梯大廈,2房1廳1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0912bc267159786
內湖一層一戶辦公,126000,106.32,0.0,2,0,台北市,台北市內湖區舊宗路二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d890c271384535
金莊美辦公２,78263,62.61,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02e6f727465158b
碧湖旁綠意明亮空間大套房,36000,20.43,1.8,2,1,台北市,台北市內湖區內湖路二段/醍湖,套房,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=063ca7280863850
{租}*永安區*臨20米路大面寬開心鳥語花香農場,50000,458.0,0.0,0,0,高雄市,高雄市永安區保興段,農地,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=037c16277833074
內科整層高檔辦公,220000,121.31,14.6,7,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0c862c27566430d
內湖科學園區指標大樓C◎專約,96300,66.4,26.2,10,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e070d28079646d
市政府捷運站、永春、寵可談、可租補,28000,25.6,0.0,3,3,台北市,台北市信義區永吉路,公寓,3房2廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=080cdc28338797f
信義ｊｏｙｃｅ樹景,28000,14.69,0.0,7,0,台北市,台北市信義區市民大道六段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=033c38280056863
約克國際５樓廠辦,108030,98.21,0.0,5,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ad0f2277517705
智慧大樓辦公室,134600,123.81,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08e99c265926409
首泰雲端景觀大樓,223800,133.25,0.0,7,1,台北市,台北市內湖區洲子街,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=010b29265817015
內科採光優近捷運辦公,203241,143.38,0.0,3,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=059b7d270556895
內科霸氣景觀樓,218000,157.51,25.5,12,6,台北市,台北市內湖區內湖路一段,電梯大廈,6房1廳,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03117126678481f
北屯民俗公園獨層2房住家傢俱家電齊全,18000,25.0,2.7,6,2,台中市,台中市北屯區崇德三路,電梯大廈,2房1廳1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=04b60c190293726
西湖站1分鐘 一層一戶使用,479325,321.57,21.9,5,0,台北市,台北市內湖區內湖路一段,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bae48212162426
西湖站A級辦公5,174395,123.04,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02caa3256243032
內湖商、廠、瓣、餐廳分層出租,509592,290.8,0.0,1,0,台北市,台北市內湖區瑞光路,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0dc0b5259605236
基湖路、內湖路、內湖科學園區、近西湖站,450000,244.66,0.0,5,1,台北市,台北市內湖區基湖路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bec7210396219c
台南大學整新精美兩房,15000,11.88,0.0,3,2,台南市,台南市中西區健康路一段,電梯大廈,2房1廳1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0912bc267159786
內湖一層一戶辦公,126000,106.32,0.0,2,0,台北市,台北市內湖區舊宗路二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d890c271384535
金莊美辦公２,78263,62.61,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02e6f727465158b
碧湖旁綠意明亮空間大套房,36000,20.43,1.8,2,1,台北市,台北市內湖區內湖路二段/醍湖,套房,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=063ca7280863850
{租}*永安區*臨20米路大面寬開心鳥語花香農場,50000,458.0,0.0,0,0,高雄市,高雄市永安區保興段,農地,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=037c16277833074
J3E87）瑞光公園【電梯3房】平面車位★獨立陽台,48000,30,20,7,3,台北市,台北市內湖區陽光街,電梯大廈,3房2廳1衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=034210287477123
R9A57）捷運輔大【黃金店面】寬３米５★輔大商圈,50000,21,20,1,0,新北市,新北市新莊區中正路,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=064c4d287476741
L2I45）捷運南勢角【超值2房1廳】陽台★補助洽,16500,13,20,6,2,新北市,新北市中和區忠孝街,公寓,2房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09748f28747612b
J3E86）捷運文德3分【電梯3房2衛】警衛★陽台,48000,30,20,1,3,台北市,台北市內湖區文德路,電梯大廈,3房2廳2衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0717c528747606f
M1B47）捷運永安市場【電梯1房1廳】可寵★廚房,23000,17,20,5,1,新北市,新北市永和區永貞路,電梯大廈,1房2廳1衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0116f828747547f
大墩14街-全新家電、床具套房出租,13000,7.92,28,3,1,台中市,台中市南屯區大墩十四街,華廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=03cf45287475264
轟動天廈,20000,26,0,10,2,新竹縣,新竹縣竹北市民權街/轟動天廈,電梯大廈,2房2廳1.5衛 - 1室2陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0fed2e28747513c
L0N97）安邦公園【優質採光★租屋補助】乾溼分離,18000,8,20,6,1,新北市,新北市中和區連勝街,電梯大廈,1房1衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b28ea287475107
F0E21）捷運萬芳醫院1分【大空間】採光優★獨洗,50000,29,20,5,1,台北市,台北市文山區興隆路三段,公寓,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02d6b2287475094
豐原可寵貓✨陽台獨洗曬✨乾溼分離✨多間可選系統櫃,7999,9,0,3,1,台中市,台中市豐原區豐北街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0df323287474914
SOGO✨無敵大空間✅貓咪套房✨採光極佳✨高級木質,8299,12,0,5,1,台中市,台中市北區西屯路一段,透天厝,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=004b11287474189
兩房系統裝潢豐原火車站旁陽台獨洗,18999,21,0,3,2,台中市,台中市豐原區直興街,電梯大廈,2房1廳1衛 - 1陽台1廚房,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0c0026287274490
系統裝潢豐原火車站旁陽台獨洗騎樓停車,11999,14,0,2,0,台中市,台中市豐原區直興街,電梯大廈,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0f494b28727689b
陽台獨洗流理台騎樓機車位全新完工✨,12799,15,0,4,0,台中市,台中市西區大進街,電梯大廈,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0d9e80287278422
溫馨小窩可貓可租補獨洗烘,14499,16,0,5,0,台中市,台中市北區中山路,電梯大廈,開放式格局,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0fe8a7287278884
西屯可租補✨台水台電✨陽台獨洗曬✨逢甲旁,9000,9,0,1,1,台中市,台中市西屯區西安街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=041ef7287474108
陽台獨洗管理員代收包裹大坪數有電梯,10999,13,0,9,0,台中市,台中市北區五權路,電梯大廈,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=07ce5d287279177
正一房一廳台水台電有車位獨洗曬,16999,21,0,4,1,台中市,台中市北區英士路,電梯大廈,1房1廳1衛 - 1陽台1廚房,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=01309328727974a
鄉村風乾溼分離流理台有平面車位,13999,17,0,1,0,台中市,台中市大雅區昌平路四段,透天厝,開放式格局,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=030a27287296507
近嶺東大學 可貓可租補電梯套房,8000,8,0,5,1,台中市,台中市南屯區永春路,電梯大廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=027410281433732
陽台獨洗✨可寵可寵✨流理臺✨教育大學✨,13999,15,0,4,0,台中市,台中市西區篤行路,電梯大廈,開放式格局,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=07445828215015b
2房一廳⚡近文心森林公園⚡向上市場,21999,25,0,4,2,台中市,台中市西區大進街,電梯大廈,2房1廳1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0e65aa28481896c
近大湳廣豐新天地 超美二房,16000,20,2.3,5,2,桃園市,桃園市八德區忠勇街,公寓,2房2廳1衛 - 1陽台1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=02e34e225829093
CP值超高優質套房♡陽台流理台♡可寵有子母車,8500,10,0,1,1,台中市,台中市太平區德安街,透天厝,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b0add257382196
近永春捷運、 環境好、生活機能佳,38000,21.8,52,3,3,台北市,台北市信義區松山路,公寓,3房2廳1衛 - 1廚房,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=08851628021081f
捷運旁２＋１房附精緻配備,30000,42.54,0,11,2,台中市,台中市南屯區文心路一段,電梯大廈,2房2廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0c20cc26031919f
小資秒殺⛅可租補⛅可貓⛅獨洗獨曬⛅飲水機⛅漢口商圈,7000,9,0,3,1,台中市,台中市北區太原路二段,透天厝,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=03e225283999632
超值優惠秒殺⭐雙補助⭐台水電⭐獨洗曬⭐可貓⭐子母車,13000,14,0,3,1,台中市,台中市中區民族路,透天厝,1房1衛 - 1陽台,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=07f113274335436
G0E12）捷運大橋頭【超值租案】獨立衛浴★對外窗,8500,5,20,4,1,台北市,台北市大同區延平北路三段,公寓,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0739ff280625904
D1A81）捷運松山【秒殺1房1廳】有廚房★附傢俱,23000,20,20,5,1,台北市,台北市松山區八德路四段,公寓,1房1廳1衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a75c322466401b
電梯◕樓中樓◕流理台獨洗陽台◕東海中科,11999,15,3.6,2,1,台中市,台中市龍井區新興路,透天厝,1房1廳1衛 - 1陽台,,"['有對外窗', '樓中樓', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=08275a148343482
親親戲院✔可貓✔租補❤洗衣機✨短租,6199,12.3,0,2,1,台中市,台中市北區進化北路,透天厝,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0f1e09224548639
惠宇千曦高樓大2+1＋雙平車可申請電動,30000,28.8,0,10,2,台中市,台中市北屯區敦富二街/惠宇千曦/惠宇捷運2,電梯大廈,2房2廳2衛 - 1室2陽台1廚房,,"['有對外窗', '有中庭', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=090083275534091
全新♥可雙租補、貓寵♥電梯♥獨洗曬♥教育大♥中科大,8999,10,7.4,3,1,台中市,台中市西區篤行路,華廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0525e6270342580
L2H61）南山高中【精緻2房1廳】租補★寵★廚房,21600,11,20.4,3,2,新北市,新北市中和區莊敬路,公寓,2房1廳1衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07d9a1270669033
L7A50）捷運永安市場1分【電梯辦公】登記★廚房,34990,33,20.3,3,0,新北市,新北市中和區中和路,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08f1e726832394f
雙租補可貓咪✨流理台✨乾溼分離✨獨洗曬,9999,10,0,3,0,台中市,台中市龍井區遠東街,透天厝,開放式格局,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0b622d282793120
東海中科⭐獨洗曬⭐機車位⭐可租補,5999,9,0,2,1,台中市,台中市龍井區遊園南路,透天厝,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=020d4c276376806
國家一號院釋出優質店面,139000,155.1,10.5,1,0,新北市,新北市林口區中華一路/國家一號院,店面,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=012b24285476614
富國路優質廠房,600000,1060,25,0,0,桃園市,桃園市蘆竹區富國路二段,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00d023285516779
五股買房賣屋(租)五福路三角窗黃金店面,48000,27.87,0,1,0,新北市,新北市五股區五福路,店面,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0955a5285503133
青埔A18站前新銳二房車,25000,27.77,0.6,4,2,桃園市,桃園市中壢區青心路/站前新鋭,電梯大廈,2房2廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0cdf9b285515809
聯合公園3房車,48000,45.97,0,10,3,新北市,新北市新莊區富貴路/永陞聯合公園,電梯大廈,3房2廳2衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f2a2a285458786
秀朗國小民生路。面寬三角金店面~住商李俊超,88000,24.7,46.5,1,0,新北市,新北市永和區民生路,公寓,,,"['有對外窗', '為邊間']",https://www.rakuya.com.tw/rent/rent_item?ehid=00c275285522332
✩BR生醫高鐵✩精美可寵兩房✩全新交屋,27000,20,0,4,2,新竹縣,新竹縣竹北市光明六路東二段,電梯大廈,2房2廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0300ab285483541
(租)正林森路大面寬金店,88000,51.13,24,2,0,台南市,台南市東區林森路二段,透天厝,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09bdf8285475279
★幸福捷運公園透天店面★,89000,74.27,13,1,0,新北市,新北市新莊區思源路/公園首席,透天厝,,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0afe2028545760d
南科LM｜陽光樹｜大面寬｜黃金店面｜美業首選,20000,18.13,1,1,0,台南市,台南市新市區龍目井路/國信陽光樹,電梯大廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b4742285495564
L1-15 中華路二段店住出租,50000,26.51,34.2,0,0,台東縣,台東縣台東市中華路二段,透天厝,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e3d5328551292e
綵選好房好市多金店面,150000,80,0,2,0,台中市,台中市北屯區南興路,透天厝,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0044c728548037d
乙種工業廠房。可三照,150000,160,6,1,0,台中市,台中市神岡區豐洲路,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a1a1b28547036f
國家一號院人氣地段優質店鋪,139000,156.08,10.5,1,0,新北市,新北市林口區中華一路/國家一號院,店面,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=006a2e285458192
陪你買好房｜安南區｜史博館靜謐清新庭院雙車墅,42000,96.61,13,4,3,台南市,台南市安南區環館北路/太子花博館,透天厝,3房4廳5衛,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0f8fc6285517322
太平區全新鋼構乙工廠房,120000,150,0,1,0,台中市,台中市太平區永義路,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0cb15028555297b
~交流道旁 ~全新套房~,9200,8,2,2,1,台中市,台中市神岡區大洲路,透天厝,1房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07e5b3214807983
文化中心旁商辦１３Ｆ,850000,708.97,0,13,0,台南市,台南市東區中華東路三段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01faa3285707323
和平路金廠房,200000,257.84,0,3,8,桃園市,桃園市八德區和平路,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0c064b28570745a
國家一號院釋出優質店面,139000,155.1,10.5,1,0,新北市,新北市林口區中華一路/國家一號院,店面,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=012b24285476614
富國路優質廠房,600000,1060,25,0,0,桃園市,桃園市蘆竹區富國路二段,廠房,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00d023285516779
五股買房賣屋(租)五福路三角窗黃金店面,48000,27.87,0,1,0,新北市,新北市五股區五福路,店面,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0955a5285503133
